Short_Name	Full_Name
C17002e3	RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS: .50 to .99: Population for whom poverty status is determined -- (Estimate)
C17002m3	RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS: .50 to .99: Population for whom poverty status is determined -- (Margin of Error)
C17002e4	RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS: 1.00 to 1.24: Population for whom poverty status is determined -- (Estimate)
C17002m4	RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS: 1.00 to 1.24: Population for whom poverty status is determined -- (Margin of Error)
C17002e5	RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS: 1.25 to 1.49: Population for whom poverty status is determined -- (Estimate)
C17002m5	RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS: 1.25 to 1.49: Population for whom poverty status is determined -- (Margin of Error)
C17002e6	RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS: 1.50 to 1.84: Population for whom poverty status is determined -- (Estimate)
C17002m6	RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS: 1.50 to 1.84: Population for whom poverty status is determined -- (Margin of Error)
C17002e7	RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS: 1.85 to 1.99: Population for whom poverty status is determined -- (Estimate)
C17002m7	RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS: 1.85 to 1.99: Population for whom poverty status is determined -- (Margin of Error)
C17002e8	RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS: 2.00 and over: Population for whom poverty status is determined -- (Estimate)
C17002m8	RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS: 2.00 and over: Population for whom poverty status is determined -- (Margin of Error)
B17010e1	POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Total: Families -- (Estimate)
B17010m1	POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Total: Families -- (Margin of Error)
B17010e2	POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months below poverty level: Families -- (Estimate)
B17010m2	POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months below poverty level: Families -- (Margin of Error)
B17010e3	POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months below poverty level: Married-couple family: Families -- (Estimate)
B17010m3	POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months below poverty level: Married-couple family: Families -- (Margin of Error)
B17010e4	POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months below poverty level: Married-couple family: With related children of the householder under 18 years: Families -- (Estimate)
B17010m4	POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months below poverty level: Married-couple family: With related children of the householder under 18 years: Families -- (Margin of Error)
B17010e5	POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months below poverty level: Married-couple family: With related children of the householder under 18 years: Under 5 years only: Families -- (Estimate)
B17010m5	POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months below poverty level: Married-couple family: With related children of the householder under 18 years: Under 5 years only: Families -- (Margin of Error)
B17010e6	POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months below poverty level: Married-couple family: With related children of the householder under 18 years: Under 5 years and 5 to 17 years: Families -- (Estimate)
B17010m6	POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months below poverty level: Married-couple family: With related children of the householder under 18 years: Under 5 years and 5 to 17 years: Families -- (Margin of Error)
B17010e7	POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months below poverty level: Married-couple family: With related children of the householder under 18 years: 5 to 17 years only: Families -- (Estimate)
B17010m7	POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months below poverty level: Married-couple family: With related children of the householder under 18 years: 5 to 17 years only: Families -- (Margin of Error)
B17010e8	POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months below poverty level: Married-couple family: No related children of the householder under 18 years: Families -- (Estimate)
B17010m8	POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months below poverty level: Married-couple family: No related children of the householder under 18 years: Families -- (Margin of Error)
B17010e9	POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months below poverty level: Other family: Families -- (Estimate)
B17010m9	POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months below poverty level: Other family: Families -- (Margin of Error)
B17010e10	POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months below poverty level: Other family: Male householder, no wife present: Families -- (Estimate)
B17010m10	POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months below poverty level: Other family: Male householder, no wife present: Families -- (Margin of Error)
B17010e11	POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months below poverty level: Other family: Male householder, no wife present: With related children of the householder under 18 years: Families -- (Estimate)
B17010m11	POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months below poverty level: Other family: Male householder, no wife present: With related children of the householder under 18 years: Families -- (Margin of Error)
B17010e12	POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months below poverty level: Other family: Male householder, no wife present: With related children of the householder under 18 years: Under 5 years only: Families -- (Estimate)
B17010m12	POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months below poverty level: Other family: Male householder, no wife present: With related children of the householder under 18 years: Under 5 years only: Families -- (Margin of Error)
B17010e13	POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months below poverty level: Other family: Male householder, no wife present: With related children of the householder under 18 years: Under 5 years and 5 to 17 years: Families -- (Estimate)
B17010m13	POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months below poverty level: Other family: Male householder, no wife present: With related children of the householder under 18 years: Under 5 years and 5 to 17 years: Families -- (Margin of Error)
B17010e14	POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months below poverty level: Other family: Male householder, no wife present: With related children of the householder under 18 years: 5 to 17 years only: Families -- (Estimate)
B17010m14	POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months below poverty level: Other family: Male householder, no wife present: With related children of the householder under 18 years: 5 to 17 years only: Families -- (Margin of Error)
B17010e15	POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months below poverty level: Other family: Male householder, no wife present: No related children of the householder under 18 years: Families -- (Estimate)
B17010m15	POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months below poverty level: Other family: Male householder, no wife present: No related children of the householder under 18 years: Families -- (Margin of Error)
B17010e16	POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months below poverty level: Other family: Female householder, no husband present: Families -- (Estimate)
B17010m16	POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months below poverty level: Other family: Female householder, no husband present: Families -- (Margin of Error)
B17010e17	POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months below poverty level: Other family: Female householder, no husband present: With related children of the householder under 18 years: Families -- (Estimate)
B17010m17	POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months below poverty level: Other family: Female householder, no husband present: With related children of the householder under 18 years: Families -- (Margin of Error)
B17010e18	POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months below poverty level: Other family: Female householder, no husband present: With related children of the householder under 18 years: Under 5 years only: Families -- (Estimate)
B17010m18	POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months below poverty level: Other family: Female householder, no husband present: With related children of the householder under 18 years: Under 5 years only: Families -- (Margin of Error)
B17010e19	POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months below poverty level: Other family: Female householder, no husband present: With related children of the householder under 18 years: Under 5 years and 5 to 17 years: Families -- (Estimate)
B17010m19	POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months below poverty level: Other family: Female householder, no husband present: With related children of the householder under 18 years: Under 5 years and 5 to 17 years: Families -- (Margin of Error)
B17010e20	POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months below poverty level: Other family: Female householder, no husband present: With related children of the householder under 18 years: 5 to 17 years only: Families -- (Estimate)
B17010m20	POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months below poverty level: Other family: Female householder, no husband present: With related children of the householder under 18 years: 5 to 17 years only: Families -- (Margin of Error)
B17010e21	POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months below poverty level: Other family: Female householder, no husband present: No related children of the householder under 18 years: Families -- (Estimate)
B17010m21	POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months below poverty level: Other family: Female householder, no husband present: No related children of the householder under 18 years: Families -- (Margin of Error)
B17010e22	POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months at or above poverty level: Families -- (Estimate)
B17010m22	POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months at or above poverty level: Families -- (Margin of Error)
B17010e23	POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months at or above poverty level: Married-couple family: Families -- (Estimate)
B17010m23	POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months at or above poverty level: Married-couple family: Families -- (Margin of Error)
B17010e24	POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months at or above poverty level: Married-couple family: With related children of the householder under 18 years: Families -- (Estimate)
B17010m24	POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months at or above poverty level: Married-couple family: With related children of the householder under 18 years: Families -- (Margin of Error)
B17010e25	POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months at or above poverty level: Married-couple family: With related children of the householder under 18 years: Under 5 years only: Families -- (Estimate)
B17010m25	POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months at or above poverty level: Married-couple family: With related children of the householder under 18 years: Under 5 years only: Families -- (Margin of Error)
B17010e26	POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months at or above poverty level: Married-couple family: With related children of the householder under 18 years: Under 5 years and 5 to 17 years: Families -- (Estimate)
B17010m26	POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months at or above poverty level: Married-couple family: With related children of the householder under 18 years: Under 5 years and 5 to 17 years: Families -- (Margin of Error)
B17010e27	POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months at or above poverty level: Married-couple family: With related children of the householder under 18 years: 5 to 17 years only: Families -- (Estimate)
B17010m27	POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months at or above poverty level: Married-couple family: With related children of the householder under 18 years: 5 to 17 years only: Families -- (Margin of Error)
B17010e28	POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months at or above poverty level: Married-couple family: No related children of the householder under 18 years: Families -- (Estimate)
B17010m28	POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN: Income in the past 12 months at or above poverty level: Married-couple family: No related children of the householder under 18 years: Families -- (Margin of Error)
